N° Adresse;N° Article ;N° Ingenieur Commercial;Date facturation ;Date livraison ;N° de facture ;N° commande;Desc article;Quantite;Qte ouverte;Commande Ouverte;Chiffre Affaire;Montant;Rupture de stock;Cout;Marge;N° Client 
9;151;20;26/02/2026;01/12/2041;3447;16344;Pour vente ;1576;99; Pour vente;260869,00;2845085,00;Non;18257,00;1764,00;16310720
18;87;10;27/02/2026;02/12/2041;1513;13880;Pour vente ;1352;49; Pour vente;264154,00;4982123,00;Non;14353,00;1352,00;16766762
4;251;17;28/02/2026;03/12/2041;3042;14009;Pour vente ;2357;42; Pour vente;288129,00;2864487,00;Non;17281,00;1211,00;19200365
13;189;19;01/03/2026;04/12/2041;2974;17796;Pour vente ;1021;33; Pour vente;293367,00;6751872,00;Non;11517,00;1778,00;17578240
6;48;17;02/03/2026;05/12/2041;3893;10343;Pour vente ;452;36; Pour vente;273875,00;5710377,00;Non;10869,00;1944,00;19597622
3;241;19;03/03/2026;06/12/2041;2262;17325;Pour vente ;194;96; Pour vente;287949,00;5148481,00;Non;16985,00;1217,00;13249785
5;16;18;04/03/2026;07/12/2041;3050;15635;Pour vente ;1305;36; Pour vente;262137,00;3603014,00;Non;10104,00;1935,00;17862434
9;16;17;05/03/2026;08/12/2041;2624;11558;Pour vente ;1927;67; Pour vente;280490,00;2764696,00;Non;19069,00;1761,00;11573334
7;81;18;06/03/2026;09/12/2041;2500;16094;Pour vente ;2511;34; Pour vente;286855,00;4553477,00;Non;11640,00;1149,00;16212871
11;202;14;07/03/2026;10/12/2041;2949;11811;Pour vente ;1764;60; Pour vente;289252,00;5942806,00;Non;14330,00;1178,00;16565683
3;188;18;08/03/2026;11/12/2041;1470;12762;Pour vente ;1767;99; Pour vente;288074,00;2075601,00;Non;10371,00;1109,00;17743943
12;201;10;09/03/2026;12/12/2041;3548;14197;Pour vente ;321;59; Pour vente;276913,00;6101951,00;Non;11402,00;1709,00;14287821
11;141;20;10/03/2026;13/12/2041;1392;19867;Pour vente ;498;99; Pour vente;284238,00;7306083,00;Non;18794,00;1133,00;18627019
14;150;15;11/03/2026;14/12/2041;2280;11409;Pour vente ;1933;42; Pour vente;284182,00;7445991,00;Non;15860,00;1992,00;13067440
19;228;15;12/03/2026;15/12/2041;2697;17146;Pour vente ;848;61; Pour vente;274401,00;5316336,00;Non;17643,00;1650,00;18708922
6;196;11;13/03/2026;16/12/2041;3241;12569;Pour vente ;1752;73; Pour vente;263972,00;2392758,00;Non;11920,00;1121,00;10172861
15;110;15;14/03/2026;17/12/2041;3836;14925;Pour vente ;2327;99; Pour vente;266295,00;4645171,00;Non;17832,00;1745,00;13457457
3;131;19;15/03/2026;18/12/2041;2880;19010;Pour vente ;1562;27; Pour vente;287583,00;3609002,00;Non;10878,00;1589,00;12791953
11;92;11;16/03/2026;19/12/2041;2757;17000;Pour vente ;1075;95; Pour vente;284261,00;2112801,00;Non;10573,00;1672,00;13163323
17;39;12;17/03/2026;20/12/2041;3158;13236;Pour vente ;609;60; Pour vente;281863,00;2092381,00;Non;13790,00;1699,00;10392060
13;111;17;18/03/2026;21/12/2041;2081;12661;Pour vente ;2068;82; Pour vente;257575,00;5096561,00;Non;10063,00;1484,00;10311345
20;120;13;19/03/2026;22/12/2041;3005;11003;Pour vente ;424;46; Pour vente;264047,00;2313341,00;Non;15067,00;1637,00;19494883
8;124;20;20/03/2026;23/12/2041;1468;13392;Pour vente ;1080;22; Pour vente;250209,00;2063369,00;Non;19504,00;1996,00;15702151
18;99;20;21/03/2026;24/12/2041;2985;14428;Pour vente ;166;74; Pour vente;280754,00;7046380,00;Non;12071,00;1272,00;16966528
8;106;19;22/03/2026;25/12/2041;3086;12167;Pour vente ;1475;20; Pour vente;297011,00;3319387,00;Non;16158,00;1057,00;10064252
19;65;12;23/03/2026;26/12/2041;3500;14461;Pour vente ;643;88; Pour vente;253793,00;6762309,00;Non;11528,00;1652,00;18595977
20;252;20;24/03/2026;27/12/2041;3489;14866;Pour vente ;495;48; Pour vente;267565,00;4847865,00;Non;17596,00;1532,00;16917418
12;97;19;25/03/2026;28/12/2041;2348;11420;Pour vente ;2169;54; Pour vente;260236,00;4763269,00;Non;17180,00;1434,00;16535750
9;173;16;26/03/2026;29/12/2041;3385;17865;Pour vente ;1625;35; Pour vente;294348,00;6445423,00;Non;11983,00;1601,00;11058031
12;244;11;27/03/2026;30/12/2041;2136;13403;Pour vente ;189;35; Pour vente;283529,00;2834774,00;Non;18294,00;1104,00;16247858
15;94;14;28/03/2026;31/12/2041;3680;14658;Pour vente ;1515;60; Pour vente;288455,00;4144217,00;Non;17190,00;1532,00;18518074
16;37;10;29/03/2026;01/01/2042;2891;16819;Pour vente ;137;76; Pour vente;280346,00;4247006,00;Non;12724,00;1934,00;14768183
7;47;18;30/03/2026;02/01/2042;2148;18927;Pour vente ;2079;81; Pour vente;296829,00;3904977,00;Non;13367,00;1115,00;12805782
7;121;20;31/03/2026;03/01/2042;3059;19792;Pour vente ;133;87; Pour vente;296451,00;4176498,00;Non;16419,00;1522,00;16592454
5;40;15;01/04/2026;04/01/2042;2381;19362;Pour vente ;2279;30; Pour vente;253806,00;6411715,00;Non;15645,00;1149,00;13309456
17;73;10;02/04/2026;05/01/2042;2659;17836;Pour vente ;1302;76; Pour vente;259860,00;3620161,00;Non;14121,00;1721,00;14467828
18;126;13;03/04/2026;06/01/2042;3435;19065;Pour vente ;2085;71; Pour vente;285853,00;7951230,00;Non;14682,00;1126,00;18194686
2;127;19;04/04/2026;07/01/2042;1770;18973;Pour vente ;1177;27; Pour vente;286067,00;4882410,00;Non;14105,00;1963,00;18223487
16;32;10;05/04/2026;08/01/2042;2443;16052;Pour vente ;1906;85; Pour vente;295891,00;4349007,00;Non;10228,00;1635,00;10764123
8;133;11;06/04/2026;09/01/2042;3235;13319;Pour vente ;2104;48; Pour vente;253851,00;6060716,00;Non;17940,00;1746,00;16751450
6;244;14;07/04/2026;10/01/2042;1782;13667;Pour vente ;767;59; Pour vente;284862,00;2881168,00;Non;19969,00;1960,00;19149557
8;246;13;08/04/2026;11/01/2042;3699;14442;Pour vente ;126;71; Pour vente;279371,00;3893570,00;Non;17109,00;1169,00;19546109
7;177;12;09/04/2026;12/01/2042;1735;14024;Pour vente ;386;93; Pour vente;269943,00;3445741,00;Non;16720,00;1552,00;19287752
6;133;13;10/04/2026;13/01/2042;3901;14586;Pour vente ;363;24; Pour vente;261809,00;7522578,00;Non;18930,00;1623,00;15923378
12;129;20;11/04/2026;14/01/2042;3136;19366;Pour vente ;1367;60; Pour vente;262996,00;6118549,00;Non;14946,00;1891,00;19859666
2;180;11;12/04/2026;15/01/2042;2370;19887;Pour vente ;1100;44; Pour vente;281000,00;6335368,00;Non;12745,00;1276,00;17097232
2;112;11;13/04/2026;16/01/2042;1425;14368;Pour vente ;2113;95; Pour vente;263319,00;5162547,00;Non;17583,00;1266,00;10967599
3;93;11;14/04/2026;17/01/2042;3164;13705;Pour vente ;2392;38; Pour vente;267649,00;6832981,00;Non;16941,00;1766,00;12201396
17;60;19;15/04/2026;18/01/2042;2720;12912;Pour vente ;2521;49; Pour vente;290126,00;3097157,00;Non;12471,00;1533,00;18363119
10;12;19;16/04/2026;19/01/2042;1668;11312;Pour vente ;2484;94; Pour vente;284639,00;6009424,00;Non;13981,00;1244,00;18451376
4;243;16;17/04/2026;20/01/2042;3908;19855;Pour vente ;1390;69; Pour vente;256670,00;2673575,00;Non;15859,00;1186,00;14611978
12;12;17;18/04/2026;21/01/2042;3532;15680;Pour vente ;1218;20; Pour vente;299414,00;2251982,00;Non;17141,00;1937,00;16767417
3;218;15;19/04/2026;22/01/2042;2633;18462;Pour vente ;1270;35; Pour vente;263912,00;2609775,00;Non;16809,00;1057,00;15501772
18;68;16;20/04/2026;23/01/2042;1910;18662;Pour vente ;367;38; Pour vente;282513,00;4272814,00;Non;10666,00;1111,00;13333146
3;188;15;21/04/2026;24/01/2042;1369;13461;Pour vente ;2381;76; Pour vente;270355,00;3641164,00;Non;13022,00;1387,00;13104373
2;214;15;22/04/2026;25/01/2042;3974;17214;Pour vente ;1743;45; Pour vente;250179,00;4814945,00;Non;12636,00;1556,00;15692060
20;89;12;23/04/2026;26/01/2042;3525;15190;Pour vente ;1988;33; Pour vente;258735,00;4698137,00;Non;12051,00;1532,00;11618729
5;52;19;24/04/2026;27/01/2042;3944;18706;Pour vente ;830;45; Pour vente;279673,00;7629413,00;Non;16977,00;1383,00;11917175
15;234;20;25/04/2026;28/01/2042;1739;17845;Pour vente ;1935;84; Pour vente;277706,00;4285754,00;Non;16371,00;1138,00;18478441
13;134;18;26/04/2026;29/01/2042;3572;13891;Pour vente ;1873;94; Pour vente;274056,00;7096169,00;Non;16089,00;1961,00;18683892
4;122;20;27/04/2026;30/01/2042;2021;15372;Pour vente ;2080;100; Pour vente;268674,00;5075909,00;Non;19524,00;1731,00;10006394
16;158;12;28/04/2026;31/01/2042;3753;11018;Pour vente ;594;41; Pour vente;291888,00;3226842,00;Non;15729,00;1309,00;18477929
2;36;15;29/04/2026;01/02/2042;1362;17584;Pour vente ;429;51; Pour vente;253604,00;5509605,00;Non;17958,00;1238,00;15821471
16;216;17;30/04/2026;02/02/2042;2873;19654;Pour vente ;2265;83; Pour vente;296917,00;4153395,00;Non;12387,00;1133,00;16595742
19;201;16;01/05/2026;03/02/2042;3924;13705;Pour vente ;1769;79; Pour vente;270810,00;3552058,00;Non;13311,00;1378,00;19050087
3;173;14;02/05/2026;04/02/2042;2200;13284;Pour vente ;505;75; Pour vente;296384,00;2447468,00;Non;10320,00;1655,00;11313291
1;103;14;03/05/2026;05/02/2042;3837;17306;Pour vente ;1553;42; Pour vente;284206,00;6863767,00;Non;18726,00;1982,00;11690693
9;207;13;04/05/2026;06/02/2042;3357;14931;Pour vente ;2463;24; Pour vente;270470,00;2421579,00;Non;10815,00;1968,00;18671753
12;62;12;05/05/2026;07/02/2042;2225;14981;Pour vente ;916;95; Pour vente;286696,00;6036962,00;Non;12487,00;1245,00;17192999
8;81;11;06/05/2026;08/02/2042;3286;12273;Pour vente ;579;24; Pour vente;266890,00;2387366,00;Non;17590,00;1012,00;15602451
13;58;15;07/05/2026;09/02/2042;2480;17059;Pour vente ;2301;97; Pour vente;255005,00;6903760,00;Non;15466,00;1684,00;11478941
10;214;16;08/05/2026;10/02/2042;3543;13240;Pour vente ;1560;48; Pour vente;282809,00;6957239,00;Non;16528,00;1361,00;11231653
5;197;17;09/05/2026;11/02/2042;3639;11743;Pour vente ;743;91; Pour vente;276558,00;7105909,00;Non;13036,00;1341,00;10228008
2;67;11;10/05/2026;12/02/2042;1957;11740;Pour vente ;1757;50; Pour vente;257150,00;7280419,00;Non;15141,00;1141,00;12113571
5;161;18;11/05/2026;13/02/2042;3110;13170;Pour vente ;812;40; Pour vente;262965,00;5987410,00;Non;10463,00;1415,00;19519470
8;85;15;12/05/2026;14/02/2042;3490;16940;Pour vente ;2297;80; Pour vente;291564,00;2365804,00;Non;10505,00;1094,00;19775933
16;12;13;13/05/2026;15/02/2042;3398;11715;Pour vente ;622;89; Pour vente;259585,00;2138049,00;Non;17654,00;1285,00;12548751
18;29;14;14/05/2026;16/02/2042;3310;11773;Pour vente ;2271;68; Pour vente;287573,00;7111144,00;Non;12968,00;1036,00;11922396
15;105;15;15/05/2026;17/02/2042;1592;13082;Pour vente ;1722;29; Pour vente;298770,00;5725575,00;Non;14196,00;1030,00;16776245
12;116;15;16/05/2026;18/02/2042;3767;10389;Pour vente ;1353;81; Pour vente;281983,00;5766876,00;Non;15014,00;1070,00;11141388
16;13;11;17/05/2026;19/02/2042;3260;16463;Pour vente ;531;94; Pour vente;263161,00;5642122,00;Non;12649,00;1944,00;11147380
3;139;16;18/05/2026;20/02/2042;2600;13236;Pour vente ;144;20; Pour vente;270603,00;5157555,00;Non;13492,00;1958,00;17760387
17;194;17;19/05/2026;21/02/2042;3406;14034;Pour vente ;1374;24; Pour vente;257816,00;5201527,00;Non;14609,00;1080,00;13139916
11;162;11;20/05/2026;22/02/2042;2454;12719;Pour vente ;2193;58; Pour vente;269814,00;2993577,00;Non;15509,00;1125,00;10141551
9;185;19;21/05/2026;23/02/2042;2370;18920;Pour vente ;1221;34; Pour vente;290236,00;6615523,00;Non;18384,00;1169,00;14068852
16;70;18;22/05/2026;24/02/2042;1364;14833;Pour vente ;369;20; Pour vente;265971,00;6076420,00;Non;17697,00;1493,00;18475390
9;173;10;23/05/2026;25/02/2042;3733;10204;Pour vente ;1338;42; Pour vente;280144,00;5371322,00;Non;16322,00;1300,00;10519097
3;143;11;24/05/2026;26/02/2042;2028;14165;Pour vente ;2114;68; Pour vente;259427,00;3599894,00;Non;11734,00;1630,00;12704441
11;193;20;25/05/2026;27/02/2042;2537;13683;Pour vente ;2253;33; Pour vente;252639,00;6472665,00;Non;17609,00;1091,00;17155933
4;135;17;26/05/2026;28/02/2042;1916;17035;Pour vente ;951;71; Pour vente;276710,00;5359265,00;Non;11880,00;1065,00;19292375
11;44;19;27/05/2026;01/03/2042;2930;13805;Pour vente ;627;95; Pour vente;253228,00;4294877,00;Non;11822,00;1641,00;10551302
10;165;13;28/05/2026;02/03/2042;2657;15282;Pour vente ;1461;40; Pour vente;277897,00;5781678,00;Non;18060,00;1299,00;10128215
2;44;16;29/05/2026;03/03/2042;3045;13215;Pour vente ;782;79; Pour vente;255943,00;3205763,00;Non;17886,00;1684,00;16163864
16;190;19;30/05/2026;04/03/2042;1892;12389;Pour vente ;1108;36; Pour vente;264119,00;5892181,00;Non;14378,00;1059,00;18288154
4;243;13;31/05/2026;05/03/2042;3952;17199;Pour vente ;1516;36; Pour vente;255103,00;5912139,00;Non;13631,00;1806,00;18182210
13;30;12;01/06/2026;06/03/2042;3368;11062;Pour vente ;561;53; Pour vente;254994,00;6949423,00;Non;14879,00;1612,00;11237554
19;170;11;02/06/2026;07/03/2042;1560;17478;Pour vente ;864;28; Pour vente;273250,00;7746933,00;Non;11563,00;1428,00;11726073
9;147;11;03/06/2026;08/03/2042;3838;17381;Pour vente ;1706;21; Pour vente;297755,00;2825255,00;Non;13456,00;1712,00;19710492
3;15;15;04/06/2026;09/03/2042;3118;17268;Pour vente ;831;39; Pour vente;276364,00;6338052,00;Non;18356,00;1840,00;18172718
15;76;20;05/06/2026;10/03/2042;3248;14026;Pour vente ;244;98; Pour vente;261163,00;7014056,00;Non;16367,00;1619,00;13939251
8;209;11;06/06/2026;11/03/2042;2368;17568;Pour vente ;1567;44; Pour vente;280543,00;6314554,00;Non;11955,00;1428,00;14375534
19;147;10;07/06/2026;12/03/2042;1924;10711;Pour vente ;1711;27; Pour vente;286115,00;7318795,00;Non;17717,00;1482,00;14878264
1;81;12;08/06/2026;13/03/2042;3701;16396;Pour vente ;379;27; Pour vente;275836,00;4469871,00;Non;14433,00;1416,00;11919818
6;97;15;09/06/2026;14/03/2042;2610;18327;Pour vente ;2178;75; Pour vente;289680,00;3419758,00;Non;13985,00;1949,00;12686261
8;202;13;10/06/2026;15/03/2042;3986;17484;Pour vente ;1720;89; Pour vente;270004,00;6713620,00;Non;17834,00;1614,00;15336243
11;94;16;11/06/2026;16/03/2042;3478;12574;Pour vente ;1491;46; Pour vente;277948,00;2510398,00;Non;14771,00;1026,00;15517070
19;202;14;12/06/2026;17/03/2042;3296;15999;Pour vente ;1021;61; Pour vente;294990,00;5826141,00;Non;14966,00;1511,00;15495330
13;160;18;13/06/2026;18/03/2042;2064;15552;Pour vente ;2073;88; Pour vente;252549,00;4138255,00;Non;16244,00;1619,00;12488687
18;45;13;14/06/2026;19/03/2042;1775;11433;Pour vente ;1276;57; Pour vente;285837,00;5050719,00;Non;14937,00;1911,00;15730420
7;128;18;15/06/2026;20/03/2042;2012;10101;Pour vente ;147;65; Pour vente;283727,00;2490706,00;Non;13839,00;1685,00;13082034
5;55;14;16/06/2026;21/03/2042;1738;17128;Pour vente ;938;43; Pour vente;285860,00;6804853,00;Non;12104,00;1356,00;14498160
15;22;16;17/06/2026;22/03/2042;1845;19035;Pour vente ;2311;90; Pour vente;289309,00;3342903,00;Non;13363,00;1484,00;15557399
3;158;20;18/06/2026;23/03/2042;3572;18369;Pour vente ;1605;29; Pour vente;252613,00;5886498,00;Non;15564,00;1820,00;12433609
12;178;11;19/06/2026;24/03/2042;3977;14969;Pour vente ;2123;51; Pour vente;286673,00;7440859,00;Non;10847,00;1622,00;18952333
10;58;15;20/06/2026;25/03/2042;3878;15300;Pour vente ;1439;63; Pour vente;292620,00;2661137,00;Non;15912,00;1427,00;11950159
1;228;16;21/06/2026;26/03/2042;1983;19459;Pour vente ;2290;98; Pour vente;296190,00;4046022,00;Non;11096,00;1296,00;13990071
14;106;11;22/06/2026;27/03/2042;2215;12283;Pour vente ;1597;20; Pour vente;268320,00;6241646,00;Non;12697,00;1835,00;10559103
1;190;17;23/06/2026;28/03/2042;2277;14139;Pour vente ;2450;26; Pour vente;255731,00;3597924,00;Non;12440,00;1761,00;14397966
20;67;15;24/06/2026;29/03/2042;2475;12757;Pour vente ;1077;64; Pour vente;255439,00;7566622,00;Non;14708,00;1677,00;14320053
18;68;19;25/06/2026;30/03/2042;2657;18371;Pour vente ;1219;96; Pour vente;253482,00;5156344,00;Non;10775,00;1059,00;16633846
10;254;10;26/06/2026;31/03/2042;3473;14774;Pour vente ;399;60; Pour vente;276558,00;2912277,00;Non;13500,00;1139,00;13832362
11;161;16;27/06/2026;01/04/2042;2197;13282;Pour vente ;462;44; Pour vente;266307,00;6616002,00;Non;10769,00;1213,00;15056999
2;18;10;28/06/2026;02/04/2042;1691;11755;Pour vente ;1116;30; Pour vente;295111,00;5825624,00;Non;17464,00;1725,00;17850214
5;65;19;29/06/2026;03/04/2042;2260;19862;Pour vente ;971;53; Pour vente;257816,00;2751695,00;Non;10300,00;1245,00;12512301
7;33;11;30/06/2026;04/04/2042;2278;15690;Pour vente ;787;31; Pour vente;269225,00;5438746,00;Non;11736,00;1689,00;19121535
3;138;11;01/07/2026;05/04/2042;3813;11615;Pour vente ;1539;62; Pour vente;281458,00;5563983,00;Non;14173,00;1051,00;14872070
10;105;16;02/07/2026;06/04/2042;3202;16761;Pour vente ;2092;37; Pour vente;267094,00;6248329,00;Non;15713,00;1259,00;13662044
9;34;15;03/07/2026;07/04/2042;3249;19329;Pour vente ;1094;36; Pour vente;289667,00;4946904,00;Non;17112,00;1124,00;15621985
4;91;20;04/07/2026;08/04/2042;2024;11523;Pour vente ;1061;42; Pour vente;276643,00;7781685,00;Non;10495,00;1459,00;18836137
7;53;14;05/07/2026;09/04/2042;2877;11242;Pour vente ;1029;63; Pour vente;252930,00;7205533,00;Non;15864,00;1008,00;16797041
15;243;10;06/07/2026;10/04/2042;3817;12756;Pour vente ;2235;20; Pour vente;262852,00;5195444,00;Non;14337,00;1077,00;19250272
20;145;19;07/07/2026;11/04/2042;2555;18289;Pour vente ;274;74; Pour vente;284744,00;7108332,00;Non;16201,00;1304,00;11495277
10;27;19;08/07/2026;12/04/2042;2034;14986;Pour vente ;1402;33; Pour vente;275435,00;7478884,00;Non;12249,00;1163,00;18316799
15;180;20;09/07/2026;13/04/2042;3227;19313;Pour vente ;2079;50; Pour vente;266636,00;5887104,00;Non;12596,00;1145,00;17960899
13;162;12;10/07/2026;14/04/2042;2188;10529;Pour vente ;1702;98; Pour vente;272911,00;7346506,00;Non;18161,00;1066,00;17454926
2;243;19;11/07/2026;15/04/2042;2872;15078;Pour vente ;2018;41; Pour vente;278048,00;2937691,00;Non;17157,00;1779,00;14471947
20;247;10;12/07/2026;16/04/2042;3915;16498;Pour vente ;515;20; Pour vente;250053,00;3143391,00;Non;16387,00;1316,00;10493285
1;31;14;13/07/2026;17/04/2042;2166;11296;Pour vente ;1628;93; Pour vente;269240,00;5366451,00;Non;16581,00;1409,00;11134241
5;150;13;14/07/2026;18/04/2042;3553;15503;Pour vente ;2291;52; Pour vente;265533,00;3851086,00;Non;12887,00;1678,00;12223074
9;105;10;15/07/2026;19/04/2042;2668;17316;Pour vente ;573;56; Pour vente;292553,00;5873802,00;Non;17076,00;1872,00;18038110
2;75;14;16/07/2026;20/04/2042;1957;15169;Pour vente ;391;45; Pour vente;290558,00;7893703,00;Non;11321,00;1221,00;11230087
16;245;11;17/07/2026;21/04/2042;2794;12969;Pour vente ;627;38; Pour vente;285443,00;7909925,00;Non;14108,00;1306,00;12546513
11;139;16;18/07/2026;22/04/2042;3683;11721;Pour vente ;1649;53; Pour vente;279001,00;2251495,00;Non;15835,00;1065,00;13667432
9;166;19;19/07/2026;23/04/2042;2887;11352;Pour vente ;208;52; Pour vente;258352,00;3114210,00;Non;11829,00;1407,00;16491993
15;135;10;20/07/2026;24/04/2042;2315;18566;Pour vente ;570;59; Pour vente;266482,00;7463538,00;Non;16075,00;1788,00;12901214
18;152;13;21/07/2026;25/04/2042;2282;12722;Pour vente ;1073;69; Pour vente;289576,00;7206379,00;Non;15041,00;1457,00;19168027
2;75;20;22/07/2026;26/04/2042;3812;13506;Pour vente ;407;32; Pour vente;265295,00;7093190,00;Non;11282,00;1887,00;15020879
20;162;18;23/07/2026;27/04/2042;1800;13149;Pour vente ;2390;47; Pour vente;254108,00;6537947,00;Non;13435,00;1742,00;17424094
10;220;11;24/07/2026;28/04/2042;3932;15606;Pour vente ;1538;80; Pour vente;250634,00;2482253,00;Non;15995,00;1913,00;10042706
12;65;18;25/07/2026;29/04/2042;1356;11018;Pour vente ;248;25; Pour vente;289643,00;3040717,00;Non;12943,00;1590,00;18826763
7;215;17;26/07/2026;30/04/2042;3254;16876;Pour vente ;2462;100; Pour vente;252249,00;4574485,00;Non;13726,00;1472,00;18898627
11;210;18;27/07/2026;01/05/2042;3672;13642;Pour vente ;1109;31; Pour vente;269637,00;3836285,00;Non;19876,00;1785,00;12792811
7;175;12;28/07/2026;02/05/2042;3088;11395;Pour vente ;1014;80; Pour vente;270629,00;2584245,00;Non;13159,00;1613,00;16360790
20;61;11;29/07/2026;03/05/2042;3986;10654;Pour vente ;1039;80; Pour vente;292421,00;4071899,00;Non;12902,00;1764,00;10279912
19;164;17;30/07/2026;04/05/2042;2913;13024;Pour vente ;899;26; Pour vente;268174,00;6862711,00;Non;11034,00;1151,00;13106946
9;179;18;31/07/2026;05/05/2042;2646;11540;Pour vente ;761;51; Pour vente;296379,00;5973540,00;Non;19115,00;1565,00;10560311
6;232;15;01/08/2026;06/05/2042;1572;19321;Pour vente ;1533;47; Pour vente;279234,00;4562925,00;Non;15279,00;1478,00;14950210
4;169;12;02/08/2026;07/05/2042;2132;16291;Pour vente ;195;42; Pour vente;279172,00;6393697,00;Non;12683,00;1726,00;16125155
3;193;17;03/08/2026;08/05/2042;3198;13291;Pour vente ;1231;79; Pour vente;271325,00;5630655,00;Non;13137,00;1188,00;16940571
15;146;20;04/08/2026;09/05/2042;3869;18016;Pour vente ;550;92; Pour vente;253133,00;3399976,00;Non;12571,00;1419,00;17121736
1;133;13;05/08/2026;10/05/2042;1571;15488;Pour vente ;2100;87; Pour vente;276318,00;6828298,00;Non;15758,00;1877,00;11574900
13;92;14;14/01/2010;11/05/2042;3392;12979;Pour vente ;827;28; Pour vente;295429,00;7214076,00;Non;13435,00;1186,00;13657861
1;216;11;15/01/2010;12/05/2042;2159;14632;Pour vente ;629;78; Pour vente;299913,00;3534522,00;Non;11097,00;1899,00;15292598
6;70;12;16/01/2010;13/05/2042;3314;19240;Pour vente ;683;57; Pour vente;269502,00;6915475,00;Non;19986,00;1125,00;19613378
1;121;14;17/01/2010;14/05/2042;3942;12473;Pour vente ;1098;63; Pour vente;265157,00;7358376,00;Non;16354,00;1856,00;12773987
14;191;13;18/01/2010;15/05/2042;3091;19197;Pour vente ;1325;34; Pour vente;260305,00;7076375,00;Non;19475,00;1928,00;13676381
12;60;19;19/01/2010;16/05/2042;3502;17004;Pour vente ;656;70; Pour vente;291840,00;5226131,00;Non;12543,00;1617,00;11855995
6;60;16;20/01/2010;17/05/2042;2174;18962;Pour vente ;2484;22; Pour vente;259263,00;6068365,00;Non;19984,00;1960,00;13331286
12;251;17;21/01/2010;18/05/2042;3326;13828;Pour vente ;1635;55; Pour vente;297089,00;3042101,00;Non;11621,00;1730,00;17799957
10;208;12;22/01/2010;19/05/2042;3968;15933;Pour vente ;2306;58; Pour vente;259606,00;7755924,00;Non;10270,00;1239,00;14155765
9;56;12;23/01/2010;20/05/2042;2144;10247;Pour vente ;872;79; Pour vente;274436,00;7098492,00;Non;19301,00;1993,00;13263528
18;112;17;24/01/2010;21/05/2042;3967;15696;Pour vente ;1030;85; Pour vente;268207,00;7828040,00;Non;17939,00;1309,00;11836019
2;130;16;25/01/2010;22/05/2042;2020;16024;Pour vente ;721;91; Pour vente;264989,00;4427613,00;Non;18320,00;1030,00;19010394
1;66;16;26/01/2010;23/05/2042;2013;12241;Pour vente ;1580;86; Pour vente;282234,00;7135438,00;Non;14221,00;1217,00;19031141
18;251;17;27/01/2010;24/05/2042;1672;15228;Pour vente ;1817;63; Pour vente;292910,00;2727551,00;Non;13246,00;1385,00;13912407
8;31;16;28/01/2010;25/05/2042;3777;17253;Pour vente ;2305;26; Pour vente;277585,00;3864609,00;Non;14136,00;1668,00;19607214
13;43;18;29/01/2010;26/05/2042;1999;16588;Pour vente ;2107;64; Pour vente;286150,00;2589348,00;Non;17979,00;1277,00;19647391
12;10;20;30/01/2010;27/05/2042;3828;13069;Pour vente ;2038;70; Pour vente;261348,00;3735135,00;Non;13574,00;1965,00;15890622
1;213;19;31/01/2010;28/05/2042;2743;13572;Pour vente ;1883;94; Pour vente;277219,00;3974497,00;Non;16575,00;1213,00;11913544
12;144;15;01/02/2010;29/05/2042;2452;12967;Pour vente ;2083;75; Pour vente;271571,00;6741866,00;Non;10923,00;1924,00;17063772
14;237;11;02/02/2010;30/05/2042;1879;17739;Pour vente ;1985;88; Pour vente;298274,00;5926266,00;Non;13864,00;1884,00;11625241
5;153;15;03/02/2010;31/05/2042;2822;10115;Pour vente ;2103;55; Pour vente;294651,00;6624570,00;Non;11723,00;1313,00;15834334
12;156;12;04/02/2010;01/06/2042;2716;14898;Pour vente ;1897;50; Pour vente;272139,00;4258721,00;Non;11958,00;1599,00;17182840
17;14;13;05/02/2010;02/06/2042;3965;11692;Pour vente ;630;49; Pour vente;285637,00;7307575,00;Non;14371,00;1056,00;18423405
4;93;10;06/02/2010;03/06/2042;3183;12170;Pour vente ;2446;55; Pour vente;289178,00;2803697,00;Non;19958,00;1304,00;19618699
6;151;19;07/02/2010;04/06/2042;2892;10407;Pour vente ;2076;61; Pour vente;262147,00;7339012,00;Non;18767,00;1981,00;14801184
14;239;20;08/02/2010;05/06/2042;1823;16117;Pour vente ;759;47; Pour vente;273543,00;7550191,00;Non;10885,00;1236,00;17469204
18;200;17;09/02/2010;06/06/2042;2519;10610;Pour vente ;1018;77; Pour vente;260427,00;5399784,00;Non;19833,00;1577,00;11470122
8;177;16;10/02/2010;07/06/2042;3996;15871;Pour vente ;1843;76; Pour vente;274602,00;2146633,00;Non;15418,00;1497,00;18156464
1;240;12;11/02/2010;08/06/2042;1745;15698;Pour vente ;2469;43; Pour vente;285769,00;5357749,00;Non;15911,00;1689,00;13180587
19;243;10;12/02/2010;09/06/2042;3919;12034;Pour vente ;1448;49; Pour vente;293416,00;3477143,00;Non;13508,00;1159,00;11549226
8;64;18;13/02/2010;10/06/2042;2413;12527;Pour vente ;620;59; Pour vente;253803,00;7955067,00;Non;11181,00;1072,00;17637850
4;99;13;14/02/2010;11/06/2042;1582;14895;Pour vente ;2428;28; Pour vente;263489,00;5852330,00;Non;19245,00;1610,00;16290592
